date;user_id;course_id;modinfo_id;event_id
1600184573;610;190;190;\core\event\user_enrolment_created
1600171770;610;190;190;\core\event\course_viewed
1600242106;610;190;190;\core\event\course_viewed
1600242697;610;190;190;\core\event\course_viewed
1600243762;610;190;190;\core\event\course_viewed
1600244784;610;190;190;\core\event\course_viewed
1600245925;610;190;190;\core\event\course_viewed
1600246690;610;190;190;\core\event\course_viewed
1600247216;610;190;190;\core\event\course_viewed
1600247279;610;190;190;\core\event\course_viewed
1600785922;610;190;190;\core\event\course_viewed
1600785927;610;190;190;\core\event\course_viewed
1600796275;610;190;190;\core\event\course_viewed
1600796312;610;190;190;\core\event\course_viewed
1600796329;610;190;190;\core\event\course_viewed
1600832759;610;190;190;\core\event\course_viewed
1600935329;610;190;190;\core\event\course_viewed
1602010041;610;190;190;\core\event\course_viewed
1602010062;610;190;190;\core\event\course_viewed
1602010069;610;190;190;\core\event\course_viewed
1602010080;610;190;190;\core\event\course_viewed
1602049453;610;190;190;\core\event\course_viewed
1602049454;610;190;190;\core\event\course_viewed
1602053535;610;190;190;\core\event\course_viewed
1602055627;610;190;190;\core\event\course_viewed
1602147047;610;190;190;\core\event\course_viewed
1602421058;610;190;190;\core\event\course_viewed
1602424203;610;190;190;\core\event\course_viewed
1602432692;610;190;190;\core\event\course_viewed
1602440576;610;190;190;\core\event\course_viewed
1602444034;610;190;190;\core\event\course_viewed
1602494072;610;190;190;\core\event\course_viewed
1602494121;610;190;190;\core\event\course_viewed
1602497493;610;190;190;\core\event\course_viewed
1602499074;610;190;190;\core\event\course_viewed
1602500667;610;190;190;\core\event\course_viewed
1602654482;610;190;190;\core\event\course_viewed
1602658301;610;190;190;\core\event\course_viewed
1602690906;610;190;190;\core\event\course_viewed
1603260175;610;190;190;\core\event\course_viewed
1603262106;610;190;190;\core\event\course_viewed
1603265270;610;190;190;\core\event\course_viewed
1603265969;610;190;190;\core\event\course_viewed
1603268189;610;190;190;\core\event\course_viewed
1603269870;610;190;190;\core\event\course_viewed
1603271579;610;190;190;\core\event\course_viewed
1603271669;610;190;190;\core\event\course_viewed
1603704108;610;190;190;\core\event\course_viewed
1603813842;610;190;190;\core\event\course_viewed
1603820921;610;190;190;\core\event\course_viewed
1603821003;610;190;190;\core\event\course_viewed
1603824463;610;190;190;\core\event\course_viewed
1603824469;610;190;190;\core\event\course_viewed
1603854247;610;190;190;\core\event\course_viewed
1603857645;610;190;190;\core\event\course_viewed
1603857668;610;190;190;\core\event\course_viewed
1603862546;610;190;190;\core\event\course_viewed
1604547497;610;190;190;\core\event\course_viewed
1604547533;610;190;190;\core\event\course_viewed
1602056557;610;190;190;\core\event\user_graded
1602660693;610;190;190;\core\event\user_graded
1603272441;610;190;190;\core\event\user_graded
1600785923;610;190;18875;\mod_resource\event\course_module_viewed
1600171774;610;190;19028;\mod_videofile\event\course_module_viewed
1600242699;610;190;19028;\mod_videofile\event\course_module_viewed
1600244202;610;190;19028;\mod_videofile\event\course_module_viewed
1600242113;610;190;19029;\mod_videofile\event\course_module_viewed
1600244788;610;190;19029;\mod_videofile\event\course_module_viewed
1600245928;610;190;19030;\mod_videofile\event\course_module_viewed
1600245928;610;190;19030;\core\event\course_module_completion_updated
1600245928;610;190;19030;\core\event\course_module_completion_updated
1600246692;610;190;19203;\mod_videofile\event\course_module_viewed
1600796317;610;190;19203;\mod_videofile\event\course_module_viewed
1600246692;610;190;19203;\core\event\course_module_completion_updated
1600246692;610;190;19203;\core\event\course_module_completion_updated
1600247219;610;190;19204;\mod_videofile\event\course_module_viewed
1600247284;610;190;19204;\mod_videofile\event\course_module_viewed
1600796285;610;190;19204;\mod_videofile\event\course_module_viewed
1600247219;610;190;19204;\core\event\course_module_completion_updated
1600247219;610;190;19204;\core\event\course_module_completion_updated
1600184573;610;190;19205;\core\event\role_assigned
1600796239;610;190;19208;\mod_hsuforum\event\course_module_viewed
1600796239;610;190;19208;\core\event\course_module_completion_updated
1602010057;610;190;19600;\mod_videofile\event\course_module_viewed
1602049461;610;190;19600;\mod_videofile\event\course_module_viewed
1602421078;610;190;19600;\mod_videofile\event\course_module_viewed
1602010057;610;190;19600;\core\event\course_module_completion_updated
1602010057;610;190;19600;\core\event\course_module_completion_updated
1602010064;610;190;19603;\mod_videofile\event\course_module_viewed
1602053538;610;190;19603;\mod_videofile\event\course_module_viewed
1602424210;610;190;19603;\mod_videofile\event\course_module_viewed
1602010064;610;190;19603;\core\event\course_module_completion_updated
1602010064;610;190;19603;\core\event\course_module_completion_updated
