datetime;dollar;d_dollar;day_of_week_0;day_of_week_1;day_of_week_2;day_of_week_3;day_of_week_4;day_of_week_5;day_of_week_6;sin_month;cos_month
2009-01-01;29.3916;0.0;0;0;0;1;0;0;0;0.0;1.0
2009-01-02;29.3916;0.0;0;0;0;0;1;0;0;0.0;1.0
2009-01-03;29.3916;0.0;0;0;0;0;0;1;0;0.0;1.0
2009-01-04;29.3916;0.0;0;0;0;0;0;0;1;0.0;1.0
2009-01-05;29.3916;0.0;1;0;0;0;0;0;0;0.0;1.0
2009-01-06;29.3916;0.0;0;1;0;0;0;0;0;0.0;1.0
2009-01-07;29.3916;0.0;0;0;1;0;0;0;0;0.0;1.0
2009-01-08;29.3916;0.0;0;0;0;1;0;0;0;0.0;1.0
2009-01-09;29.3916;0.0;0;0;0;0;1;0;0;0.0;1.0
2009-01-10;29.3916;0.0;0;0;0;0;0;1;0;0.0;1.0
2009-01-11;29.3916;0.0;0;0;0;0;0;0;1;0.0;1.0
2009-01-12;30.5331;1.1415000000000006;1;0;0;0;0;0;0;0.0;1.0
2009-01-13;30.9981;0.46499999999999986;0;1;0;0;0;0;0;0.0;1.0
2009-01-14;31.2226;0.22449999999999903;0;0;1;0;0;0;0;0.0;1.0
2009-01-15;31.5616;0.33899999999999864;0;0;0;1;0;0;0;0.0;1.0
2009-01-16;32.2135;0.6519000000000048;0;0;0;0;1;0;0;0.0;1.0
2009-01-17;32.5747;0.36119999999999663;0;0;0;0;0;1;0;0.0;1.0
2009-01-18;32.5747;0.0;0;0;0;0;0;0;1;0.0;1.0
2009-01-19;32.5747;0.0;1;0;0;0;0;0;0;0.0;1.0
2009-01-20;32.9085;0.33379999999999654;0;1;0;0;0;0;0;0.0;1.0
2009-01-21;33.4154;0.5069000000000017;0;0;1;0;0;0;0;0.0;1.0
2009-01-22;32.643;-0.7723999999999975;0;0;0;1;0;0;0;0.0;1.0
2009-01-23;32.7991;0.15610000000000213;0;0;0;0;1;0;0;0.0;1.0
2009-01-24;32.8926;0.0934999999999988;0;0;0;0;0;1;0;0.0;1.0
2009-01-25;32.8926;0.0;0;0;0;0;0;0;1;0.0;1.0
2009-01-26;32.8926;0.0;1;0;0;0;0;0;0;0.0;1.0
2009-01-27;32.9018;0.009199999999999875;0;1;0;0;0;0;0;0.0;1.0
2009-01-28;32.9979;0.09609999999999985;0;0;1;0;0;0;0;0.0;1.0
2009-01-29;33.2155;0.21759999999999735;0;0;0;1;0;0;0;0.0;1.0
2009-01-30;34.6847;1.4692000000000007;0;0;0;0;1;0;0;0.0;1.0
2009-01-31;35.4146;0.7299000000000007;0;0;0;0;0;1;0;0.0;1.0
2009-02-01;35.4146;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2009-02-02;35.4146;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-03;36.1767;0.7620999999999967;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-04;36.129;-0.047699999999998965;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-05;36.0135;-0.11549999999999727;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-06;36.3095;0.2959999999999994;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2009-02-07;36.3798;0.07030000000000314;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2009-02-08;36.3798;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2009-02-09;36.3798;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-10;36.1258;-0.2540000000000049;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-11;35.9285;-0.19729999999999848;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-12;35.8323;-0.09620000000000317;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-13;34.8003;-1.0319999999999965;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2009-02-14;34.5578;-0.24249999999999972;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2009-02-15;34.5578;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2009-02-16;34.5578;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-17;34.7797;0.221899999999998;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-18;35.6345;0.8548000000000044;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-19;36.4267;0.792199999999994;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-20;36.091;-0.33569999999999567;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2009-02-21;36.076;-0.015000000000000568;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2009-02-22;36.076;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2009-02-23;36.076;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-24;36.076;0.0;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-25;36.0254;-0.050600000000002865;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-26;35.7442;-0.28119999999999834;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2009-02-27;35.7223;-0.02190000000000225;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2009-02-28;35.7205;-0.001799999999995805;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2009-03-01;35.7205;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2009-03-02;35.7205;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-03;36.1644;0.4438999999999993;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-04;36.2054;0.04099999999999682;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-05;36.2284;0.02300000000000324;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-06;35.8899;-0.33850000000000335;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2009-03-07;35.7374;-0.1524999999999963;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2009-03-08;35.7374;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2009-03-09;35.7374;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-10;35.7374;0.0;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-11;35.4534;-0.2839999999999989;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-12;35.1164;-0.3370000000000033;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-13;35.2944;0.17800000000000438;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2009-03-14;34.8316;-0.46280000000000143;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2009-03-15;34.8316;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2009-03-16;34.8316;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-17;34.8388;0.007199999999997431;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-18;34.5318;-0.30700000000000216;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-19;34.4203;-0.11149999999999949;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-20;33.8222;-0.5980999999999952;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2009-03-21;33.423;-0.39920000000000044;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2009-03-22;33.423;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2009-03-23;33.423;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-24;33.3034;-0.11959999999999837;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-25;33.2726;-0.030800000000006378;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-26;33.7268;0.45420000000000016;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-27;33.4668;-0.259999999999998;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2009-03-28;33.4133;-0.05349999999999966;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2009-03-29;33.4133;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2009-03-30;33.4133;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-03-31;34.0134;0.6000999999999976;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2009-04-01;33.9032;-0.11019999999999897;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2009-04-02;33.9456;0.04240000000000066;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2009-04-03;33.7636;-0.18200000000000216;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2009-04-04;33.4095;-0.3540999999999954;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2009-04-05;33.4095;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2009-04-06;33.4095;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-07;33.1743;-0.23519999999999897;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-08;33.384;0.209699999999998;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2009-04-09;33.7781;0.39410000000000167;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2009-04-10;33.5334;-0.2447000000000017;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2009-04-11;33.6309;0.09749999999999659;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2009-04-12;33.6309;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2009-04-13;33.6309;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-14;33.4863;-0.14459999999999695;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-15;33.3887;-0.09759999999999991;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2009-04-16;33.4507;0.06199999999999761;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2009-04-17;33.4184;-0.03229999999999933;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2009-04-18;33.4677;0.04930000000000234;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2009-04-19;33.4677;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2009-04-20;33.4677;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-21;33.5371;0.06940000000000168;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-22;34.1043;0.5671999999999997;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2009-04-23;34.0597;-0.04460000000000264;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2009-04-24;33.7848;-0.27490000000000236;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2009-04-25;33.4187;-0.3660999999999959;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2009-04-26;33.4187;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2009-04-27;33.4187;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-28;33.3904;-0.028300000000001546;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2009-04-29;33.5533;0.1629000000000005;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2009-04-30;33.2491;-0.3042000000000016;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2009-05-01;32.974;-0.2751000000000019;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2009-05-02;32.974;0.0;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2009-05-03;32.974;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2009-05-04;32.974;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-05;32.9672;-0.006799999999998363;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-06;32.8146;-0.15259999999999962;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-07;32.8883;0.07370000000000232;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-08;32.7915;-0.09680000000000177;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2009-05-09;32.5534;-0.23809999999999576;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2009-05-10;32.5534;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2009-05-11;32.5534;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-12;32.5534;0.0;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-13;32.2817;-0.2717000000000027;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-14;31.9841;-0.2975999999999992;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-15;32.1677;0.18360000000000198;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2009-05-16;32.0797;-0.08800000000000097;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2009-05-17;32.0797;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2009-05-18;32.0797;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-19;32.2919;0.21219999999999573;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-20;31.9498;-0.3420999999999985;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-21;31.8009;-0.14890000000000114;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-22;31.4586;-0.34229999999999805;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2009-05-23;31.1998;-0.2588000000000008;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2009-05-24;31.1998;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2009-05-25;31.1998;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-26;31.0516;-0.14819999999999922;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-27;31.1465;0.0948999999999991;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-28;31.1846;0.03810000000000002;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2009-05-29;31.3259;0.1413000000000011;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2009-05-30;30.9843;-0.3415999999999997;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2009-05-31;30.9843;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2009-06-01;30.9843;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-02;30.7441;-0.24020000000000152;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-03;30.7321;-0.012000000000000455;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-04;30.5131;-0.21899999999999764;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-05;30.8767;0.36359999999999815;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2009-06-06;30.6919;-0.1847999999999992;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2009-06-07;30.6919;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2009-06-08;30.6919;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-09;31.0751;0.38319999999999865;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-10;31.2637;0.188600000000001;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-11;30.9277;-0.3359999999999985;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-12;30.9124;-0.01529999999999987;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2009-06-13;30.9124;0.0;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2009-06-14;30.9124;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2009-06-15;30.9124;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-16;31.1548;0.24239999999999995;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-17;31.3185;0.16369999999999862;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-18;31.1297;-0.18880000000000052;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-19;31.0998;-0.02990000000000137;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2009-06-20;31.1541;0.05430000000000135;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2009-06-21;31.1541;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2009-06-22;31.1541;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-23;31.2408;0.08670000000000044;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-24;31.5765;0.3356999999999992;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-25;31.1365;-0.4399999999999977;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-26;31.2037;0.0671999999999997;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2009-06-27;31.1184;-0.08530000000000015;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2009-06-28;31.1184;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2009-06-29;31.1184;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-06-30;31.2904;0.1720000000000006;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2009-07-01;31.0385;-0.2519000000000027;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-02;31.1904;0.15190000000000126;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2009-07-03;31.1252;-0.06520000000000081;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2009-07-04;31.2481;0.12290000000000134;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2009-07-05;31.2481;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2009-07-06;31.2481;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-07;31.4143;0.1661999999999999;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-08;31.4695;0.05519999999999925;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-09;31.7819;0.31240000000000023;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2009-07-10;31.8878;0.10589999999999833;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2009-07-11;32.0353;0.14750000000000085;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2009-07-12;32.0353;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2009-07-13;32.0353;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-14;33.0597;1.0244;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-15;32.5072;-0.552500000000002;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-16;32.047;-0.4602000000000004;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2009-07-17;31.6943;-0.3526999999999987;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2009-07-18;31.7837;0.08940000000000126;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2009-07-19;31.7837;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2009-07-20;31.7837;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-21;31.3733;-0.4103999999999992;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-22;31.1791;-0.19420000000000215;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-23;31.0785;-0.10060000000000002;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2009-07-24;31.076;-0.0024999999999977263;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2009-07-25;31.1372;0.06119999999999948;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2009-07-26;31.1372;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2009-07-27;31.1372;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-28;30.7457;-0.3915000000000006;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-29;30.6431;-0.10259999999999891;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2009-07-30;31.4162;0.7730999999999995;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2009-07-31;31.7555;0.3393000000000015;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2009-08-01;31.1533;-0.6021999999999998;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2009-08-02;31.1533;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2009-08-03;31.1533;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-04;31.2424;0.0890999999999984;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-05;31.0484;-0.19399999999999906;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-06;31.1326;0.08419999999999916;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-07;31.1814;0.048799999999999955;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-08;31.5473;0.3658999999999999;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2009-08-09;31.5473;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2009-08-10;31.5473;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-11;31.6503;0.10300000000000153;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-12;31.7477;0.09739999999999682;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-13;32.6926;0.9449000000000005;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-14;32.1457;-0.5469000000000008;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-15;31.7226;-0.42309999999999803;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2009-08-16;31.7226;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2009-08-17;31.7226;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-18;32.2874;0.5647999999999982;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-19;31.9187;-0.3686999999999969;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-20;31.9191;0.00039999999999906777;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-21;31.6011;-0.3180000000000014;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-22;31.9443;0.3431999999999995;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2009-08-23;31.9443;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2009-08-24;31.9443;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-25;31.5544;-0.38989999999999725;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-26;31.5437;-0.010699999999999932;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-27;31.4007;-0.14300000000000068;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-28;31.6405;0.2397999999999989;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2009-08-29;31.5687;-0.07179999999999964;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2009-08-30;31.5687;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2009-08-31;31.5687;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2009-09-01;31.8397;0.2710000000000008;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-02;31.7743;-0.06540000000000035;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-03;31.973;0.19869999999999877;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-04;31.7679;-0.20509999999999806;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-05;31.6062;-0.16169999999999973;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2009-09-06;31.6062;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2009-09-07;31.6062;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-08;31.4298;-0.176400000000001;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-09;31.3754;-0.054400000000001114;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-10;31.1452;-0.23019999999999996;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-11;30.8851;-0.2600999999999978;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-12;30.7246;-0.16050000000000253;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2009-09-13;30.7246;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2009-09-14;30.7246;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-15;30.8617;0.13710000000000022;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-16;30.9895;0.12780000000000058;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-17;30.6067;-0.3827999999999996;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-18;30.3881;-0.21859999999999857;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-19;30.3744;-0.013700000000000045;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2009-09-20;30.3744;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2009-09-21;30.3744;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-22;30.3711;-0.0033000000000029672;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-23;30.2385;-0.13260000000000005;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-24;30.0004;-0.2380999999999993;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-25;30.0678;0.06739999999999924;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-26;30.137;0.06920000000000215;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2009-09-27;30.137;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2009-09-28;30.137;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-29;30.1985;0.06149999999999878;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-09-30;30.0922;-0.10630000000000095;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2009-10-01;30.0087;-0.08349999999999724;0;0;0;1;0;0;0;-1.0;-1.8369701987210297e-16
