course_id;course_branch_id;course_branch_changes_description;authoring_course_branch_name;authoring_course_branch_created_ts
"81";"81";"course_main_branch_description";"Branch Линейная алгебра и геометрия-2 часть";2018-04-02 00:00:00.000
