course_branch_id;course_lesson_id;course_module_id;course_branch_lesson_order;course_branch_lesson_name
"81";"1191";"1191";0;""
"81";"1846";"1846";0;"ВВЕДЕНИЕ"
"81";"1192";"1192";0;"Введение в общую алгебру "
"81";"1193";"1193";0;"Векторное пространство"
"81";"1567";"1567";0;"Евклидово пространство"
"81";"1568";"1568";0;"Подпространства"
"81";"1823";"1823";0;""
"81";"1570";"1570";0;"ИТОГ ВА"
"81";"1574";"1574";0;"ОБЩИЙ РАЗДЕЛ"
"81";"1571";"1571";0;"ВСПОМОГАТЕЛЬНЫЙ РАЗДЕЛ"
