course_id;course_item_id;tsu_user_id;course_progress_state_type_id;course_progress_ts
"81";"6098";"81957";1;2023-01-14 12:35:05.000
"81";"6098";"81957";1;2023-01-15 13:43:27.000
"81";"6098";"81957";1;2023-01-15 19:08:36.000
"81";"6098";"81957";1;2023-01-16 14:25:47.000
"81";"6098";"81957";1;2023-01-17 21:14:43.000
"81";"6098";"81957";1;2023-01-18 21:59:01.000
"81";"6098";"81957";1;2023-01-19 21:20:11.000
"81";"6098";"81957";1;2023-01-22 19:32:30.000
"81";"6099";"81957";1;2023-01-15 19:25:42.000
"81";"6099";"81957";2;2023-01-15 19:25:42.000
"81";"6099";"81957";1;2023-01-16 14:25:44.000
"81";"6099";"81957";1;2023-01-22 20:08:58.000
"81";"6100";"81957";1;2023-01-15 20:54:54.000
"81";"6100";"81957";2;2023-01-15 20:54:54.000
"81";"6100";"81957";1;2023-01-16 14:25:41.000
"81";"6085";"81957";1;2023-01-15 21:04:50.000
"81";"6085";"81957";2;2023-01-15 21:04:50.000
"81";"6085";"81957";1;2023-01-16 14:25:38.000
"81";"6097";"81957";1;2023-01-15 21:05:02.000
"81";"6097";"81957";2;2023-01-15 21:05:02.000
"81";"6097";"81957";1;2023-01-15 21:05:35.000
"81";"6097";"81957";1;2023-01-16 14:25:35.000
"81";"6260";"81957";1;2023-01-15 21:10:20.000
"81";"6260";"81957";2;2023-01-15 21:10:20.000
"81";"6260";"81957";1;2023-01-15 21:10:25.000
"81";"6066";"81957";1;2023-01-15 21:10:21.000
"81";"6066";"81957";1;2023-01-15 21:13:31.000
"81";"6478";"81957";1;2023-01-15 21:13:39.000
"81";"10459";"81957";1;2023-01-09 13:17:47.000
"81";"6024";"81957";1;2023-01-12 20:05:37.000
"81";"6375";"75422";1;2022-09-01 05:57:29.000
"81";"7801";"64298";1;2021-10-31 16:54:05.000
"81";"6375";"64298";1;2021-09-25 17:32:55.000
"81";"6375";"64298";1;2021-10-03 22:43:26.000
"81";"6375";"64298";1;2021-10-07 23:38:23.000
"81";"6375";"64298";1;2021-10-18 14:02:39.000
"81";"6375";"64298";1;2021-10-31 16:54:19.000
"81";"6375";"64298";1;2021-10-31 17:01:16.000
"81";"6429";"64298";1;2021-10-23 19:43:02.000
"81";"6429";"64298";1;2021-10-31 14:05:58.000
"81";"6430";"64298";1;2021-10-23 19:44:56.000
"81";"6464";"64298";1;2021-10-31 14:06:52.000
"81";"6499";"64298";1;2021-10-31 16:23:03.000
"81";"6499";"64298";1;2021-10-31 16:53:58.000
"81";"6500";"64298";1;2021-10-23 19:45:11.000
"81";"6388";"64298";1;2021-10-03 22:43:22.000
"81";"6388";"64298";1;2021-10-06 12:22:49.000
"81";"6388";"64298";2;2021-10-07 17:18:34.000
"81";"6388";"64298";1;2021-10-31 14:07:23.000
"81";"6388";"64298";1;2021-10-31 14:07:28.000
"81";"6388";"64298";1;2021-10-31 14:07:28.000
"81";"6388";"64298";1;2021-10-31 14:08:57.000
"81";"6388";"64298";1;2021-10-31 14:09:28.000
"81";"6388";"64298";1;2021-10-31 14:09:34.000
"81";"6388";"64298";1;2021-10-31 14:09:37.000
"81";"6388";"64298";1;2021-10-31 14:09:39.000
"81";"6388";"64298";1;2021-10-31 14:09:52.000
"81";"6388";"64298";1;2021-10-31 14:13:03.000
"81";"6388";"64298";1;2021-10-31 14:16:17.000
"81";"6388";"64298";1;2021-10-31 14:16:20.000
"81";"6388";"64298";1;2021-10-31 14:20:51.000
"81";"6388";"64298";1;2021-10-31 14:20:52.000
"81";"6388";"64298";1;2021-10-31 14:20:54.000
"81";"6388";"64298";1;2021-10-31 14:20:59.000
"81";"6388";"64298";1;2021-10-31 14:21:02.000
"81";"6388";"64298";1;2021-10-31 14:37:33.000
"81";"6388";"64298";1;2021-10-31 14:37:49.000
"81";"6388";"64298";1;2021-10-31 16:58:02.000
"81";"6388";"64298";1;2021-10-31 16:58:26.000
"81";"6388";"64298";1;2021-11-21 10:54:12.000
"81";"6388";"64298";1;2021-12-12 03:56:41.000
"81";"6388";"64298";1;2021-12-12 03:56:52.000
"81";"6388";"64298";1;2021-12-12 03:56:55.000
"81";"6388";"64298";1;2021-12-12 03:57:28.000
"81";"6388";"64298";1;2021-12-12 03:57:30.000
"81";"6388";"64298";1;2021-12-12 03:57:33.000
"81";"6388";"64298";1;2021-12-12 03:57:34.000
"81";"6388";"64298";1;2021-12-12 03:57:37.000
"81";"6388";"64298";1;2021-12-12 03:57:40.000
"81";"6388";"64298";1;2021-12-12 03:58:14.000
"81";"6388";"64298";1;2021-12-20 00:51:07.000
"81";"6388";"64298";1;2021-12-20 00:51:09.000
"81";"6388";"64298";1;2021-12-20 00:51:11.000
"81";"6618";"64298";1;2021-10-20 09:51:41.000
"81";"10459";"64298";1;2021-10-20 09:51:44.000
"81";"6646";"64298";1;2021-10-03 22:43:08.000
"81";"6646";"64298";1;2021-10-31 14:07:19.000
"81";"6638";"64298";1;2021-10-31 14:07:14.000
"81";"6024";"64298";1;2021-10-31 14:07:38.000
"81";"6024";"64298";1;2021-10-31 14:09:18.000
"81";"6024";"64298";1;2021-10-31 14:09:23.000
"81";"6024";"64298";1;2021-10-31 14:32:14.000
"81";"6024";"64298";1;2021-10-31 14:32:32.000
"81";"6024";"64298";1;2021-10-31 14:36:52.000
"81";"4785";"64298";1;2021-10-20 09:52:18.000
"81";"4785";"64298";1;2021-10-31 16:58:53.000
"81";"6375";"71619";1;2022-03-27 17:07:51.000
"81";"10459";"71619";1;2022-03-27 17:07:04.000
"81";"10459";"71619";1;2022-03-27 17:07:23.000
"81";"10459";"71619";1;2022-03-27 17:07:28.000
"81";"6388";"64284";2;2021-10-07 17:18:34.000
"81";"6388";"64284";1;2021-10-12 22:54:55.000
"81";"6066";"64284";1;2021-09-24 22:41:52.000
"81";"6646";"64284";1;2021-09-24 22:43:17.000
"81";"6638";"64284";1;2021-09-24 22:44:40.000
"81";"4785";"64284";1;2021-12-29 17:53:39.000
"81";"6638";"64757";1;2021-11-20 16:35:09.000
"81";"10459";"81544";1;2022-11-22 00:39:22.000
"81";"10459";"81544";1;2022-11-22 00:39:23.000
"81";"6638";"64765";1;2022-01-25 14:37:55.000
"81";"6375";"79243";1;2022-10-27 17:31:03.000
"81";"6375";"79243";1;2022-10-27 17:31:16.000
"81";"6375";"79243";1;2022-10-27 17:50:17.000
"81";"6376";"79243";1;2022-10-27 17:32:18.000
"81";"6376";"79243";1;2022-10-27 17:51:52.000
"81";"6429";"79243";1;2022-10-27 17:32:35.000
"81";"6429";"79243";1;2022-10-27 17:52:27.000
"81";"6430";"79243";1;2022-10-27 17:35:06.000
"81";"6430";"79243";1;2022-10-27 17:53:06.000
"81";"6464";"79243";1;2022-10-27 17:35:49.000
"81";"6464";"79243";1;2022-10-27 17:53:45.000
"81";"6465";"79243";1;2022-10-27 17:36:38.000
"81";"6465";"79243";1;2022-10-27 17:54:57.000
"81";"6499";"79243";1;2022-10-27 17:38:03.000
"81";"6499";"79243";1;2022-10-27 17:55:36.000
"81";"6500";"79243";1;2022-10-27 17:39:21.000
"81";"6500";"79243";2;2022-10-27 17:39:21.000
"81";"6500";"79243";1;2022-10-27 17:56:19.000
"81";"6388";"79243";1;2022-10-27 17:39:39.000
"81";"6388";"79243";1;2022-10-27 17:56:35.000
"81";"6476";"79243";1;2022-10-27 17:39:47.000
"81";"6476";"79243";1;2022-10-27 17:56:38.000
"81";"6082";"79243";1;2022-10-27 17:39:50.000
"81";"6082";"79243";2;2022-10-27 17:39:50.000
"81";"6082";"79243";1;2022-10-27 17:45:15.000
"81";"6083";"79243";1;2022-10-27 17:41:06.000
"81";"6083";"79243";2;2022-10-27 17:41:06.000
"81";"6083";"79243";1;2022-10-27 17:45:51.000
"81";"6084";"79243";1;2022-10-27 17:41:48.000
"81";"6084";"79243";2;2022-10-27 17:41:48.000
"81";"6084";"79243";1;2022-10-27 17:46:12.000
"81";"6098";"79243";1;2022-10-27 17:42:56.000
"81";"6098";"79243";2;2022-10-27 17:42:56.000
"81";"6098";"79243";1;2022-10-27 17:46:31.000
"81";"6099";"79243";1;2022-10-27 17:43:30.000
"81";"6099";"79243";2;2022-10-27 17:43:30.000
"81";"6099";"79243";1;2022-10-27 17:47:05.000
"81";"6100";"79243";1;2022-10-27 17:48:09.000
"81";"6085";"79243";1;2022-10-27 17:48:59.000
"81";"6097";"79243";1;2022-10-27 17:49:24.000
"81";"6260";"79243";1;2022-10-27 17:49:36.000
"81";"6066";"79243";1;2022-10-27 17:50:03.000
"81";"6267";"79243";1;2022-10-27 17:57:16.000
"81";"6301";"79243";1;2022-10-27 17:58:05.000
"81";"6311";"79243";1;2022-10-27 17:58:54.000
"81";"6312";"79243";1;2022-10-27 17:59:41.000
"81";"6313";"79243";1;2022-10-27 18:00:14.000
"81";"6314";"79243";1;2022-10-27 18:00:52.000
"81";"6315";"79243";1;2022-10-27 18:01:36.000
"81";"6246";"79243";1;2022-10-27 18:02:13.000
"81";"6345";"79243";1;2022-10-27 18:02:43.000
"81";"6487";"79243";1;2022-10-27 18:02:58.000
"81";"6251";"79243";1;2022-10-27 18:03:09.000
"81";"6480";"79243";1;2022-10-27 18:03:12.000
"81";"6613";"79243";1;2022-10-27 18:03:14.000
"81";"6614";"79243";1;2022-10-27 18:03:50.000
"81";"6615";"79243";1;2022-10-27 18:05:16.000
"81";"6616";"79243";1;2022-10-27 18:06:31.000
"81";"6620";"79243";1;2022-10-27 18:06:55.000
"81";"6621";"79243";1;2022-10-27 18:07:49.000
"81";"6627";"79243";1;2022-10-27 18:08:39.000
"81";"6595";"79243";1;2022-10-27 18:08:51.000
"81";"6622";"79243";1;2022-10-27 18:08:55.000
"81";"6720";"79243";1;2022-10-27 18:10:42.000
"81";"6722";"79243";1;2022-10-27 18:11:18.000
"81";"6724";"79243";1;2022-10-27 18:12:38.000
"81";"6726";"79243";1;2022-10-27 18:14:39.000
"81";"6618";"79243";1;2022-10-27 18:14:53.000
"81";"6656";"79243";1;2022-10-27 18:15:03.000
"81";"6597";"79243";1;2022-10-27 18:15:14.000
"81";"10459";"79243";1;2022-10-27 18:15:16.000
"81";"6646";"79243";1;2022-10-27 18:15:29.000
"81";"6024";"79243";1;2022-10-27 18:05:26.000
"81";"6024";"79243";1;2022-10-27 18:06:19.000
"81";"6024";"79243";1;2022-10-27 18:12:43.000
"81";"4785";"68042";1;2022-05-17 18:04:24.000
"81";"7801";"64282";1;2021-09-27 22:34:07.000
"81";"7801";"64282";1;2021-09-27 22:34:46.000
"81";"6482";"64282";2;2021-10-10 14:14:12.000
"81";"6482";"64282";1;2022-01-12 17:58:00.000
"81";"6502";"64282";2;2021-10-10 14:14:12.000
"81";"6502";"64282";1;2022-01-12 17:58:26.000
"81";"6484";"64282";1;2021-10-10 14:13:46.000
"81";"6484";"64282";1;2022-01-12 17:39:57.000
"81";"6484";"64282";1;2022-01-12 17:40:30.000
"81";"6484";"64282";1;2022-01-12 18:02:45.000
"81";"6505";"64282";2;2021-10-10 14:14:18.000
"81";"6505";"64282";1;2022-01-12 17:58:36.000
"81";"6375";"64282";1;2021-10-10 14:13:02.000
"81";"6388";"64282";1;2021-11-21 16:32:12.000
"81";"6388";"64282";1;2021-11-21 16:32:19.000
"81";"6388";"64282";1;2021-11-21 16:32:20.000
"81";"6388";"64282";1;2021-11-21 16:33:49.000
"81";"6388";"64282";1;2021-11-21 16:41:50.000
"81";"6388";"64282";1;2021-11-21 16:45:11.000
"81";"6388";"64282";1;2021-11-21 16:45:15.000
"81";"6388";"64282";1;2021-11-21 16:45:19.000
"81";"6388";"64282";1;2021-11-21 16:45:22.000
"81";"6388";"64282";1;2021-11-21 16:45:24.000
"81";"6388";"64282";1;2021-11-21 16:45:25.000
"81";"6388";"64282";1;2021-11-21 16:45:39.000
"81";"6388";"64282";1;2021-11-21 16:45:42.000
"81";"6388";"64282";1;2021-11-21 16:45:43.000
"81";"6388";"64282";1;2021-11-21 16:50:16.000
"81";"6388";"64282";1;2021-11-21 16:50:17.000
"81";"6388";"64282";1;2021-11-21 17:07:54.000
"81";"6388";"64282";1;2021-11-21 17:08:57.000
"81";"6388";"64282";1;2021-11-21 17:09:27.000
"81";"6388";"64282";1;2021-11-21 17:09:36.000
"81";"6388";"64282";1;2021-11-21 17:09:51.000
"81";"6388";"64282";1;2021-11-21 17:09:52.000
"81";"6388";"64282";1;2021-11-21 17:09:59.000
"81";"6388";"64282";1;2022-01-12 17:33:40.000
"81";"6476";"64282";1;2022-01-12 17:33:32.000
"81";"6082";"64282";1;2022-01-12 17:34:57.000
"81";"6083";"64282";1;2022-01-12 17:35:04.000
"81";"6084";"64282";1;2022-01-12 17:35:19.000
"81";"6098";"64282";1;2022-01-12 17:35:25.000
"81";"6099";"64282";1;2022-01-12 17:35:32.000
"81";"6100";"64282";1;2022-01-12 17:35:39.000
"81";"6085";"64282";1;2022-01-12 17:35:47.000
"81";"6066";"64282";1;2022-01-12 17:39:46.000
"81";"6246";"64282";1;2022-01-12 17:37:24.000
"81";"6251";"64282";1;2022-01-12 17:36:17.000
"81";"6622";"64282";1;2022-01-12 17:38:36.000
"81";"6724";"64282";1;2022-01-12 17:38:16.000
"81";"6724";"64282";1;2022-01-12 17:38:27.000
"81";"6597";"64282";1;2022-01-12 17:37:57.000
"81";"6646";"64282";1;2021-09-27 22:35:08.000
"81";"6638";"64282";1;2021-09-27 22:35:31.000
"81";"6638";"64282";1;2022-01-12 17:33:13.000
"81";"6638";"64282";1;2022-01-12 18:01:21.000
"81";"4785";"64282";1;2021-09-27 22:33:45.000
"81";"6720";"63901";1;2021-12-18 20:02:39.000
"81";"6311";"71793";1;2022-04-22 19:12:45.000
"81";"6375";"82393";1;2023-01-10 21:34:43.000
"81";"6376";"82393";1;2023-01-10 21:43:41.000
"81";"6499";"82393";1;2023-01-10 21:43:50.000
"81";"6500";"82393";1;2023-01-10 21:43:53.000
"81";"6097";"82393";1;2023-01-10 21:44:07.000
"81";"6024";"82393";1;2023-01-10 21:42:20.000
"81";"6388";"64371";2;2021-10-07 17:18:34.000
"81";"6388";"64371";1;2021-11-15 19:03:44.000
"81";"6388";"64371";1;2022-01-08 16:02:12.000
"81";"6476";"64371";1;2021-11-15 19:03:34.000
"81";"6476";"64371";1;2022-01-08 16:02:13.000
"81";"6082";"64371";1;2022-01-08 16:02:26.000
"81";"6083";"64371";1;2022-01-08 16:02:27.000
"81";"6084";"64371";1;2022-01-08 16:02:27.000
"81";"6098";"64371";1;2022-01-08 16:02:27.000
"81";"6099";"64371";1;2022-01-08 16:02:28.000
"81";"6100";"64371";1;2022-01-08 16:02:28.000
"81";"6085";"64371";1;2022-01-08 16:02:40.000
"81";"6066";"64371";1;2022-01-08 16:02:49.000
"81";"6478";"64371";1;2022-01-08 16:02:50.000
"81";"6267";"64371";1;2022-01-08 16:03:10.000
"81";"6301";"64371";1;2022-01-08 16:03:10.000
"81";"6311";"64371";1;2022-01-08 16:03:11.000
"81";"6312";"64371";1;2022-01-08 16:03:11.000
"81";"6313";"64371";1;2022-01-08 16:03:11.000
"81";"6314";"64371";1;2022-01-08 16:03:12.000
"81";"6315";"64371";1;2022-01-08 16:03:12.000
"81";"6246";"64371";1;2022-01-08 16:03:14.000
"81";"6345";"64371";1;2022-01-08 16:03:16.000
"81";"6487";"64371";1;2022-01-08 16:03:16.000
"81";"6251";"64371";1;2022-01-08 16:03:48.000
"81";"6480";"64371";1;2022-01-08 16:03:17.000
"81";"6480";"64371";1;2022-01-08 16:03:59.000
"81";"6613";"64371";1;2022-01-08 16:04:20.000
"81";"6614";"64371";1;2022-01-08 16:04:20.000
"81";"6615";"64371";1;2022-01-08 16:04:21.000
"81";"6616";"64371";1;2022-01-08 16:04:21.000
"81";"6620";"64371";1;2022-01-08 16:04:22.000
"81";"6621";"64371";1;2022-01-08 16:04:22.000
"81";"6621";"64371";1;2022-01-08 16:04:23.000
"81";"6597";"64371";1;2022-01-08 16:04:43.000
"81";"10459";"64371";1;2021-12-26 16:55:05.000
"81";"10459";"64371";1;2021-12-26 16:55:19.000
"81";"6646";"64371";1;2021-09-27 17:13:46.000
"81";"6646";"64371";1;2021-09-30 17:58:23.000
"81";"6646";"64371";1;2021-10-03 22:07:15.000
"81";"6638";"64371";1;2021-09-30 17:58:37.000
"81";"6638";"64371";1;2021-12-26 16:54:47.000
"81";"6638";"64371";1;2022-01-08 16:04:58.000
"81";"7801";"75021";1;2022-06-21 09:31:49.000
"81";"6646";"75021";1;2022-06-21 09:32:27.000
"81";"6375";"610";1;2020-11-05 14:09:00.000
"81";"6375";"610";1;2020-11-05 17:58:11.000
"81";"6375";"610";2;2020-11-05 17:58:30.000
"81";"6375";"610";1;2020-12-21 16:55:29.000
"81";"6376";"610";1;2020-11-05 17:58:39.000
"81";"6376";"610";1;2020-11-05 18:40:03.000
"81";"6376";"610";2;2020-11-05 18:40:18.000
"81";"6376";"610";1;2020-12-21 18:36:04.000
"81";"6429";"610";1;2020-11-05 18:40:23.000
"81";"6429";"610";2;2020-11-05 20:08:14.000
"81";"6429";"610";1;2020-12-21 18:43:18.000
"81";"6430";"610";1;2020-11-05 20:08:19.000
"81";"6430";"610";1;2020-11-08 13:08:08.000
"81";"6430";"610";2;2020-11-08 15:40:48.000
"81";"6430";"610";1;2020-12-21 21:09:19.000
"81";"6430";"610";1;2020-12-21 22:47:35.000
"81";"6464";"610";1;2020-11-08 15:41:21.000
"81";"6464";"610";2;2020-11-08 16:27:10.000
"81";"6464";"610";1;2020-12-21 22:59:22.000
"81";"6465";"610";1;2020-11-08 16:27:13.000
"81";"6465";"610";2;2020-11-08 17:45:20.000
"81";"6465";"610";1;2020-11-18 15:18:34.000
"81";"6465";"610";1;2020-12-21 23:49:16.000
"81";"6499";"610";1;2020-11-08 17:45:26.000
"81";"6499";"610";1;2020-11-18 15:30:11.000
"81";"6499";"610";1;2020-11-19 11:15:11.000
"81";"6499";"610";2;2020-11-19 12:21:48.000
"81";"6499";"610";1;2020-12-22 00:17:00.000
"81";"6500";"610";1;2020-12-21 16:58:35.000
"81";"6388";"610";1;2020-11-08 18:43:45.000
"81";"6388";"610";1;2020-11-08 18:43:51.000
"81";"6388";"610";1;2020-11-08 18:43:51.000
"81";"6388";"610";1;2020-11-08 18:45:20.000
"81";"6388";"610";1;2020-11-08 18:48:33.000
"81";"6388";"610";1;2020-11-08 18:49:40.000
"81";"6388";"610";1;2020-11-08 18:51:15.000
"81";"6388";"610";1;2020-11-08 18:53:41.000
"81";"6388";"610";1;2020-11-08 18:54:42.000
"81";"6388";"610";1;2020-11-08 18:55:14.000
"81";"6388";"610";1;2020-11-08 18:55:17.000
"81";"6388";"610";1;2020-11-08 18:55:20.000
"81";"6388";"610";1;2020-11-08 18:55:56.000
"81";"6388";"610";1;2020-11-08 19:06:37.000
"81";"6388";"610";1;2020-11-08 19:10:58.000
"81";"6388";"610";1;2020-11-08 19:18:54.000
"81";"6388";"610";1;2020-11-08 19:18:58.000
"81";"6388";"610";1;2020-11-08 19:19:00.000
"81";"6388";"610";1;2020-11-08 19:19:03.000
"81";"6388";"610";1;2020-11-08 19:26:37.000
"81";"6388";"610";1;2020-12-22 01:28:49.000
"81";"6388";"610";1;2020-12-22 01:30:56.000
"81";"6388";"610";1;2020-12-22 01:30:56.000
"81";"6388";"610";1;2020-12-22 01:31:39.000
"81";"6388";"610";1;2020-12-22 01:34:19.000
"81";"6388";"610";1;2020-12-22 01:35:14.000
"81";"6388";"610";1;2020-12-22 01:40:47.000
"81";"6388";"610";1;2020-12-22 01:42:08.000
"81";"6388";"610";1;2020-12-22 01:43:56.000
"81";"6388";"610";1;2020-12-22 01:44:13.000
"81";"6388";"610";1;2020-12-22 01:44:44.000
"81";"6388";"610";1;2020-12-22 01:45:35.000
"81";"6388";"610";1;2020-12-22 01:53:04.000
"81";"6476";"610";1;2020-11-05 09:38:04.000
"81";"6082";"610";1;2020-11-19 12:21:55.000
"81";"6082";"610";2;2020-11-19 12:21:55.000
"81";"6082";"610";1;2020-12-22 17:30:13.000
"81";"6082";"610";1;2020-12-22 21:00:54.000
"81";"6082";"610";1;2020-12-22 22:29:43.000
"81";"6083";"610";1;2020-11-19 13:13:31.000
"81";"6083";"610";2;2020-11-19 13:13:31.000
"81";"6083";"610";1;2020-12-22 22:42:12.000
"81";"6084";"610";1;2020-12-22 23:13:44.000
"81";"6098";"610";1;2020-12-22 23:37:53.000
"81";"6099";"610";1;2020-12-23 00:22:34.000
"81";"6100";"610";1;2020-12-23 01:02:03.000
"81";"6066";"610";1;2020-12-23 01:14:12.000
"81";"6066";"610";1;2020-12-23 01:14:18.000
"81";"6066";"610";1;2020-12-23 01:14:19.000
"81";"6066";"610";1;2020-12-23 01:15:07.000
"81";"6066";"610";1;2020-12-23 01:24:10.000
"81";"6066";"610";1;2020-12-23 01:25:21.000
"81";"6066";"610";1;2020-12-23 01:26:23.000
"81";"6066";"610";1;2020-12-23 01:26:39.000
"81";"6066";"610";1;2020-12-23 01:30:31.000
"81";"6066";"610";1;2020-12-23 01:37:41.000
"81";"6066";"610";1;2020-12-23 01:40:57.000
"81";"6066";"610";1;2020-12-23 01:42:30.000
"81";"6066";"610";1;2020-12-23 01:46:52.000
"81";"6267";"610";1;2020-12-02 15:43:18.000
"81";"6267";"610";1;2020-12-02 20:27:09.000
"81";"6267";"610";1;2020-12-03 10:07:23.000
"81";"6267";"610";1;2020-12-23 10:49:07.000
"81";"6301";"610";1;2020-12-02 15:44:36.000
"81";"6301";"610";1;2020-12-23 10:55:24.000
"81";"6311";"610";1;2020-12-02 16:10:29.000
"81";"6311";"610";1;2020-12-23 12:13:53.000
"81";"6312";"610";1;2020-12-23 12:31:40.000
"81";"6313";"610";1;2020-12-23 12:46:41.000
"81";"6314";"610";1;2020-12-23 13:05:02.000
"81";"6315";"610";1;2020-12-23 13:05:21.000
"81";"6251";"610";1;2020-12-23 13:11:04.000
"81";"6251";"610";1;2020-12-23 13:11:08.000
"81";"6251";"610";1;2020-12-23 13:11:08.000
"81";"6251";"610";1;2020-12-23 13:14:24.000
"81";"6251";"610";1;2020-12-23 13:28:55.000
"81";"6251";"610";1;2020-12-23 13:29:48.000
"81";"6251";"610";1;2020-12-23 13:30:46.000
"81";"6251";"610";1;2020-12-23 13:32:28.000
"81";"6251";"610";1;2020-12-23 13:33:20.000
"81";"6251";"610";1;2020-12-23 13:33:22.000
"81";"6251";"610";1;2020-12-23 13:33:29.000
"81";"6251";"610";1;2020-12-23 13:39:19.000
"81";"6251";"610";1;2020-12-23 13:39:26.000
"81";"6251";"610";1;2020-12-23 13:39:30.000
"81";"6251";"610";1;2020-12-23 13:50:29.000
"81";"6251";"610";1;2020-12-23 13:51:43.000
"81";"6251";"610";1;2020-12-23 13:51:45.000
"81";"6251";"610";1;2020-12-23 13:51:48.000
"81";"6251";"610";1;2020-12-23 13:52:00.000
"81";"6251";"610";1;2020-12-23 13:52:35.000
"81";"6251";"610";1;2020-12-23 13:53:38.000
"81";"6251";"610";1;2020-12-23 14:41:09.000
"81";"6251";"610";1;2020-12-23 15:04:57.000
"81";"6251";"610";1;2020-12-23 15:13:19.000
"81";"6613";"610";1;2020-12-23 15:13:27.000
"81";"6614";"610";1;2020-12-23 15:13:46.000
"81";"6615";"610";1;2020-12-09 15:25:00.000
"81";"6615";"610";2;2020-12-09 15:39:19.000
"81";"6615";"610";1;2020-12-23 15:36:07.000
"81";"6616";"610";1;2020-12-09 15:39:36.000
"81";"6616";"610";1;2020-12-23 15:53:35.000
"81";"6620";"610";1;2020-12-09 16:16:38.000
"81";"6620";"610";1;2020-12-17 19:21:46.000
"81";"6621";"610";1;2020-12-09 16:33:40.000
"81";"6621";"610";1;2020-12-10 11:39:33.000
"81";"6627";"610";1;2020-12-09 14:30:45.000
"81";"6627";"610";2;2020-12-09 14:30:45.000
"81";"6627";"610";1;2021-12-05 12:41:10.000
"81";"6622";"610";1;2020-12-09 14:30:33.000
"81";"6622";"610";1;2020-12-12 15:24:55.000
"81";"6720";"610";1;2020-12-12 16:24:12.000
"81";"6720";"610";1;2021-02-27 11:30:35.000
"81";"6720";"610";1;2021-02-27 11:45:07.000
"81";"6720";"610";1;2021-12-05 12:43:11.000
"81";"6720";"610";1;2021-12-18 20:01:42.000
"81";"6726";"610";1;2020-12-09 14:30:06.000
"81";"6726";"610";2;2020-12-09 14:30:06.000
"81";"6726";"610";1;2021-12-05 12:41:50.000
"81";"6656";"610";1;2021-12-05 12:42:13.000
"81";"6023";"610";1;2020-12-24 16:52:23.000
"81";"6388";"64699";1;2021-11-09 21:01:35.000
"81";"6066";"64699";1;2021-10-07 17:55:06.000
"81";"6646";"64699";1;2021-10-07 17:54:35.000
"81";"6646";"64699";1;2021-11-09 21:01:21.000
"81";"6638";"64699";1;2021-10-07 17:54:14.000
