course_id;course_branch_id;course_branch_changes_description;authoring_course_branch_name;authoring_course_branch_created_ts
"393";"393";"course_main_branch_description";"Branch Машинное обучение и нейросетевой анализ данных в Python";2021-02-15 00:00:00.000
